 id  |                name                |  telephone  | discount | points | favourite_bar_id 
 247 | Барановский Виссарион Иванович    +| 79951175319 |     0.19 |   2278 |                4
     |                                    |             |          |        | 
 187 | Ёлшина Стела Всеволодовна         +| 79490579245 |     0.19 |   8443 |                7
     |                                    |             |          |        | 
 345 | Ягемана Елизавета Якововна        +| 79593298642 |     0.19 |   6952 |                7
     |                                    |             |          |        | 
 334 | Жернакова Тамара Евгениевна       +| 79995622385 |     0.19 |   9961 |                8
     |                                    |             |          |        | 
 153 | Качаева Эльвира Кузьмевна         +| 79304544069 |     0.19 |   3400 |                9
     |                                    |             |          |        | 
 102 | Золин Евсей Ростиславович         +| 79451059189 |     0.19 |   2915 |                9
     |                                    |             |          |        | 
 233 | Нюнка Харитон Ерофеевич           +| 79162422290 |     0.19 |   2357 |               11
     |                                    |             |          |        | 
 314 | Ясногородский Капитон Климентович +| 79480371619 |     0.19 |    337 |               12
     |                                    |             |          |        | 
 205 | Балтабев Артём Титович            +| 79564846646 |     0.19 |    886 |               13
     |                                    |             |          |        | 
  72 | Угольников Станислав Куприянович  +| 79545954417 |     0.19 |   7702 |               13
     |                                    |             |          |        | 
  20 | Тимашева Владлена Кузьмевна       +| 79853869256 |     0.19 |   7266 |               14
     |                                    |             |          |        | 
   2 | Безрукова Лиана Ефимовна          +| 79514064434 |     0.19 |   5753 |               15
     |                                    |             |          |        | 
  96 | Унковский Самуил Пахомович        +| 79594203536 |     0.19 |   8762 |               15
     |                                    |             |          |        | 
 435 | Чучумашева Берта Родионовна       +| 79594310113 |     0.19 |   7218 |               15
     |                                    |             |          |        | 
  84 | Ланцова Анастасия Несторовна      +| 79607340194 |     0.19 |   5249 |               17
     |                                    |             |          |        | 
 255 | Евсеева Владислава Борисовна      +| 79444100251 |     0.19 |   2263 |               17
     |                                    |             |          |        | 
 113 | Саянова Марина Захаровна          +| 79271700194 |     0.19 |   7309 |               18
     |                                    |             |          |        | 
  77 | Царицын Ярослав Несторович        +| 79103093011 |     0.19 |   9697 |               18
     |                                    |             |          |        | 
  32 | Жевлаков Всеволод Несторович      +| 79820481774 |     0.19 |   7179 |               19
     |                                    |             |          |        | 
 239 | Мосенцова Доминика Якововна       +| 79172650616 |     0.19 |   7993 |               20
     |                                    |             |          |        | 
 365 | Круминь Марина Несторовна         +| 79490796161 |     0.19 |   5289 |               20
     |                                    |             |          |        | 
   7 | Розенбах Марк Игнатиевич          +| 79170959533 |     0.18 |   8149 |                1
     |                                    |             |          |        | 
 414 | Крамник Андрей Гаврилевич         +| 79972853202 |     0.18 |   1281 |                2
     |                                    |             |          |        | 
 343 | Яикбаев Андрон Георгиевич         +| 79035714408 |     0.18 |    995 |                3
     |                                    |             |          |        | 
  42 | Чичеринова Любава Фомевна         +| 79668638687 |     0.18 |   2168 |                3
     |                                    |             |          |        | 
 383 | Ожегова Василиса Ростиславовна    +| 79171267796 |     0.18 |   1141 |                4
     |                                    |             |          |        | 
  18 | Яржемковский Виталий Никифорович  +| 79536548601 |     0.18 |   9737 |                4
     |                                    |             |          |        | 
 219 | Машуков Наум Агапович             +| 79760421925 |     0.18 |   7855 |                6
     |                                    |             |          |        | 
 249 | Ульяшин Егор Федотович            +| 79456987429 |     0.18 |   2143 |                7
     |                                    |             |          |        | 
 498 | Кондаков Евсей Андреевич          +| 79795892225 |     0.18 |   3807 |                7
     |                                    |             |          |        | 
 241 | Сиянский Гаврила Данилевич        +| 79838199665 |     0.18 |   7373 |                8
     |                                    |             |          |        | 
 464 | Чадов Марк Зиновиевич             +| 79586700791 |     0.18 |    218 |                9
     |                                    |             |          |        | 
 191 | Танков Иннокентий Андреевич       +| 79973739078 |     0.18 |    878 |                9
     |                                    |             |          |        | 
  58 | Лимонова Розалия Трофимовна       +| 79842962111 |     0.18 |   8997 |               11
     |                                    |             |          |        | 
 281 | Тюлепова Клара Мироновна          +| 79820490588 |     0.18 |   8354 |               12
     |                                    |             |          |        | 
 362 | Герасимова Лариса Федоровна       +| 79794134555 |     0.18 |   2308 |               13
     |                                    |             |          |        | 
 368 | Пугина Христина Станиславовна     +| 79633693737 |     0.18 |   7172 |               13
     |                                    |             |          |        | 
 494 | Зуев Никифор Епифанович           +| 79014268407 |     0.18 |   8927 |               14
     |                                    |             |          |        | 
 112 | Щербатыха Фаина Давидовна         +| 79152740032 |     0.18 |   4559 |               14
     |                                    |             |          |        | 
 482 | Этуш Филипп Андронович            +| 79383297176 |     0.18 |   8494 |               15
     |                                    |             |          |        | 
 269 | Тенишев Богдан Елизарович         +| 79224789269 |     0.18 |    486 |               15
     |                                    |             |          |        | 
 367 | Пондяков Мирослав Вячеславович    +| 79552018423 |     0.18 |   7234 |               15
     |                                    |             |          |        | 
 457 | Дьячков Станислав Зиновиевич      +| 79723307488 |     0.18 |   9660 |               16
     |                                    |             |          |        | 
 382 | Еремеева Любовь Яновна            +| 79076501143 |     0.18 |    643 |               16
     |                                    |             |          |        | 
 330 | Кузькина Лариса Семеновна         +| 79487967438 |     0.18 |   7239 |               16
     |                                    |             |          |        | 
 402 | Давыдов Авдей Григориевич         +| 79123984686 |     0.18 |    267 |               18
     |                                    |             |          |        | 
 131 | Завьялова Лиана Якововна          +| 79316012751 |     0.18 |   6783 |               20
     |                                    |             |          |        | 
 260 | Карачёв Федор Андронович          +| 79394325983 |     0.17 |   9466 |                1
     |                                    |             |          |        | 
 397 | Фёдоров Сократ Прокофиевич        +| 79084453266 |     0.17 |   7715 |                1
     |                                    |             |          |        | 
  40 | Якимович Аристарх Мечиславович    +| 79133736981 |     0.17 |   9669 |                3
     |                                    |             |          |        | 
  19 | Абумайлов Платон Богданович       +| 79188463685 |     0.17 |   5909 |                6
     |                                    |             |          |        | 
 462 | Ячменькова Инга Карповна          +| 79354724842 |     0.17 |   4546 |                6
     |                                    |             |          |        | 
 152 | Полунина Диана Романовна          +| 79187480482 |     0.17 |   6880 |                7
     |                                    |             |          |        | 
 190 | Яковиченко Всеслава Германовна    +| 79442401794 |     0.17 |   1624 |                7
     |                                    |             |          |        | 
  78 | Полунина Диана Романовна          +| 79035818159 |     0.17 |   2883 |                7
     |                                    |             |          |        | 
 148 | Ипатьев Дмитрий Иннокентиевич     +| 79380224416 |     0.17 |   1160 |                7
     |                                    |             |          |        | 
  38 | Царицын Родион Егорович           +| 79131990021 |     0.17 |    519 |                8
     |                                    |             |          |        | 
 189 | Комягин Филимон Юриевич           +| 79995173836 |     0.17 |   3284 |                9
     |                                    |             |          |        | 
 277 | Саврасова Римма Федоровна         +| 79942767276 |     0.17 |   6874 |               10
     |                                    |             |          |        | 
 481 | Новичкова Ефросинья Евгениевна    +| 79840319770 |     0.17 |   3076 |               10
     |                                    |             |          |        | 
 461 | Кочкорбаева Раиса Петровна        +| 79245138721 |     0.17 |   6685 |               12
     |                                    |             |          |        | 
 155 | Ёлшина Стела Всеволодовна         +| 79658301026 |     0.17 |   6746 |               15
     |                                    |             |          |        | 
 216 | Лобза Аркадий Андроникович        +| 79833058224 |     0.17 |   4279 |               17
     |                                    |             |          |        | 
 264 | Дудина Анастасия Алексеевна       +| 79495866027 |     0.17 |   4233 |               18
     |                                    |             |          |        | 
 371 | Панькива Марианна Леонидовна      +| 79548522361 |     0.17 |   7068 |               18
     |                                    |             |          |        | 
 373 | Левченко Вениамин Филиппович      +| 79453907204 |     0.17 |   5137 |               18
     |                                    |             |          |        | 
 463 | Асланов Серафим Валериевич        +| 79724685347 |     0.17 |   7631 |               19
     |                                    |             |          |        | 
 284 | Тихонова Владислава Глебовна      +| 79315184152 |     0.17 |   5673 |               19
     |                                    |             |          |        | 
 183 | Яикбаев Нестор Андреевич          +| 79214616823 |     0.17 |   8028 |               20
     |                                    |             |          |        | 
 455 | Рыжова Рада Серафимовна           +| 79713859789 |     0.17 |   4643 |               20
     |                                    |             |          |        | 
 243 | Ермишина Эльвира Алексеевна       +| 79511613665 |     0.16 |   7591 |                1
     |                                    |             |          |        | 
 268 | Нежданов Прохор Давыдович         +| 79516333874 |     0.16 |    913 |                1
     |                                    |             |          |        | 
 317 | Куджиашвили Андриян Левович       +| 79417058933 |     0.16 |   6075 |                2
     |                                    |             |          |        | 
 315 | Палванова Ариадна Ильевна         +| 79783700665 |     0.16 |   7208 |                2
     |                                    |             |          |        | 
 125 | Кошелев Алексей Валерьянович      +| 79570338554 |     0.16 |   9796 |                4
     |                                    |             |          |        | 
 413 | Гроссман Илья Владиславович       +| 79365670748 |     0.16 |   9268 |                4
     |                                    |             |          |        | 
 197 | Каратеев Всеволод Прокофиевич     +| 79417611263 |     0.16 |   3355 |                6
     |                                    |             |          |        | 
 338 | Глебов Капитон Ильевич            +| 79076014920 |     0.16 |   6755 |                7
     |                                    |             |          |        | 
  60 | Питосин Эмиль Родионович          +| 79272162356 |     0.16 |   1662 |                7
     |                                    |             |          |        | 
 312 | Манторова Елена Андрияновна       +| 79627525579 |     0.16 |   8079 |                8
     |                                    |             |          |        | 
  55 | Арнаутов Агафон Богданович        +| 79154475692 |     0.16 |   5928 |               11
     |                                    |             |          |        | 
 331 | Немова Влада Федоровна            +| 79395688986 |     0.16 |   6611 |               14
     |                                    |             |          |        | 
  50 | Гришко Инна Станиславовна         +| 79567386840 |     0.16 |   7060 |               14
     |                                    |             |          |        | 
 446 | Шуста Соломон Игоревич            +| 79026379781 |     0.16 |   3717 |               17
     |                                    |             |          |        | 
 487 | Осин Нестор Григориевич           +| 79296191995 |     0.16 |   2152 |               18
     |                                    |             |          |        | 
 218 | Кочерёжкина Евгения Юлиевна       +| 79350650848 |     0.16 |   4467 |               18
     |                                    |             |          |        | 
 276 | Михальченко Лев Ипполитович       +| 79820828013 |     0.16 |    258 |               18
     |                                    |             |          |        | 
 422 | Розенбах Марк Игнатиевич          +| 79172750903 |     0.16 |   1023 |               19
     |                                    |             |          |        | 
 175 | Вишняков Емельян Аполлинариевич   +| 79924650715 |     0.16 |   3243 |               20
     |                                    |             |          |        | 
  33 | Рогов Зиновий Еремеевич           +| 79467995911 |     0.15 |   8774 |                1
     |                                    |             |          |        | 
 430 | Ежов Елисей Леонидович             | 79240469716 |     0.15 |   5100 |                1
 375 | Чазова ﻿Агата Марковна            +| 79168387485 |     0.15 |   3723 |                1
     |                                    |             |          |        | 
 332 | Слукин Ярослав Кондратиевич       +| 79712496833 |     0.15 |   8006 |                1
     |                                    |             |          |        | 
  31 | Полищука Оксана Емельяновна       +| 79754262626 |     0.15 |   6349 |                3
     |                                    |             |          |        | 
 465 | Курбатов Вацлав Модестович        +| 79190894942 |     0.15 |   1126 |                6
     |                                    |             |          |        | 
  53 | Поливанов Вениамин Ростиславович  +| 79123510464 |     0.15 |   2297 |                7
     |                                    |             |          |        | 
 471 | Малышева Эльвира Серафимовна      +| 79396879217 |     0.15 |    658 |                7
     |                                    |             |          |        | 
 134 | Чумакова Светлана Родионовна      +| 79773953074 |     0.15 |   7750 |                8
     |                                    |             |          |        | 
 289 | Карпенцева Ангелина Якововна      +| 79088314369 |     0.15 |   8231 |                8
     |                                    |             |          |        | 
   5 | Бубнов Лаврентий Александрович    +| 79364867135 |     0.15 |   4460 |                9
     |                                    |             |          |        | 
 335 | Балдагуев Юлиан Прохорович        +| 79706232479 |     0.15 |   5420 |               10
     |                                    |             |          |        | 
  63 | Пирогова Марфа Анатолиевна        +| 79174228948 |     0.15 |   9346 |               10
     |                                    |             |          |        | 
 412 | Карявин Остап Никонович           +| 79827950170 |     0.15 |   1268 |               13
     |                                    |             |          |        | 
  10 | Лебединцев Иосиф Егорович         +| 79025159172 |     0.15 |   6886 |               14
     |                                    |             |          |        | 
 207 | Безродный Ярослав Евгениевич      +| 79820852932 |     0.15 |   4726 |               16
     |                                    |             |          |        | 
 111 | Сиянкин Виктор Игнатиевич         +| 79532568199 |     0.15 |    395 |               16
     |                                    |             |          |        | 
 423 | Щитт Владимир Адамович            +| 79783915606 |     0.15 |   6197 |               17
     |                                    |             |          |        | 
 377 | Аристархов Чеслав Мечиславович    +| 79387188254 |     0.15 |   3651 |               17
     |                                    |             |          |        | 
 250 | Сомов Демьян Яковович             +| 79177131120 |     0.15 |   7038 |               19
     |                                    |             |          |        | 
  56 | Хмельнова Фаина Казимировна       +| 79224750863 |     0.15 |   8700 |               20
     |                                    |             |          |        | 
 185 | Яшагина Ефросиния Игнатиевна      +| 79906806050 |     0.15 |   7142 |               20
     |                                    |             |          |        | 
 140 | Холопова Алина Германовна         +| 79295541512 |     0.14 |   7870 |                1
     |                                    |             |          |        | 
 298 | Бершова Регина Ильевна            +| 79765004015 |     0.14 |    219 |                2
     |                                    |             |          |        | 
  54 | Чайка Василий Евграфович          +| 79874487839 |     0.14 |   8456 |                3
     |                                    |             |          |        | 
 139 | Абакумова Лариса Захаровна        +| 79965532506 |     0.14 |    481 |                3
     |                                    |             |          |        | 
  81 | Верица Кондрат Саввевич           +| 79611881905 |     0.14 |   8682 |                3
     |                                    |             |          |        | 
 369 | Каравашкин Эммануил Александрович +| 79347116009 |     0.14 |   9251 |                4
     |                                    |             |          |        | 
 425 | Язева Римма Константиновна        +| 79136621601 |     0.14 |   1766 |                6
     |                                    |             |          |        | 
 454 | Капитонова Лариса Ивановна        +| 79123798041 |     0.14 |   8488 |                6
     |                                    |             |          |        | 
 110 | Шатохина Эмилия Емельяновна       +| 79127536554 |     0.14 |   4497 |                7
     |                                    |             |          |        | 
 400 | Воскобойников Юлиан Святославович +| 79042739763 |     0.14 |    835 |                7
     |                                    |             |          |        | 
 419 | Эшман Вадим Эрнестович            +| 79974767263 |     0.14 |   5112 |                7
     |                                    |             |          |        | 
 477 | Сычёв Тихон Викентиевич           +| 79872525796 |     0.14 |   6517 |                8
     |                                    |             |          |        | 
 121 | Ягуткин Борис Владимирович        +| 79537688020 |     0.14 |   8200 |                8
     |                                    |             |          |        | 
 287 | Жилин Прохор Леонтиевич           +| 79131282706 |     0.14 |   6394 |                8
     |                                    |             |          |        | 
 259 | Танков Поликарп Глебович          +| 79441952841 |     0.14 |   2390 |                9
     |                                    |             |          |        | 
  76 | Агафонов Евсей Севастьянович      +| 79755511401 |     0.14 |   7441 |               10
     |                                    |             |          |        | 
 346 | Журбин Илья Яковович              +| 79831075811 |     0.14 |   1755 |               10
     |                                    |             |          |        | 
 208 | Паршиков Нестор Геннадиевич       +| 79744240931 |     0.14 |   6669 |               10
     |                                    |             |          |        | 
 215 | Глускин Борислав Федотович        +| 79861946655 |     0.14 |   8874 |               10
     |                                    |             |          |        | 
 488 | Кутичев Венедикт Иосифович        +| 79172813466 |     0.14 |   1796 |               11
     |                                    |             |          |        | 
  86 | Кушнарёва Инга Борисовна          +| 79056181984 |     0.14 |   6512 |               15
     |                                    |             |          |        | 
 323 | Барсова Арина Евгениевна          +| 79074286754 |     0.14 |    255 |               15
     |                                    |             |          |        | 
 320 | Адаксин Михей Андреевич           +| 79432154586 |     0.14 |   8180 |               15
     |                                    |             |          |        | 
  95 | Завражнов Якуб Ипатович           +| 79103432677 |     0.14 |   3023 |               16
     |                                    |             |          |        | 
  36 | Горелова Ярослава Михеевна        +| 79675282900 |     0.14 |   1995 |               17
     |                                    |             |          |        | 
 325 | Путинцева Владислава Виталиевна   +| 79192780694 |     0.14 |   5958 |               17
     |                                    |             |          |        | 
 270 | Сиянских Потап Титович            +| 79810594731 |     0.13 |   4012 |                2
     |                                    |             |          |        | 
 356 | Вятт Викентий Венедиктович        +| 79558764489 |     0.13 |   5719 |                2
     |                                    |             |          |        | 
 392 | Алимкина Зинаида Георгиевна       +| 79283976256 |     0.13 |    919 |                3
     |                                    |             |          |        | 
  59 | Кочнев Георгий Чеславович         +| 79523920782 |     0.13 |   9763 |                3
     |                                    |             |          |        | 
  64 | Шурша Тамара Виталиевна           +| 79874134469 |     0.13 |   7126 |                3
     |                                    |             |          |        | 
 199 | Сулимов Василий Онуфриевич        +| 79621980004 |     0.13 |   2453 |                3
     |                                    |             |          |        | 
  93 | Маринин Виталий Вадимович         +| 79851224345 |     0.13 |   5682 |                4
     |                                    |             |          |        | 
 256 | Новосельцев Нестор Никонович      +| 79772632155 |     0.13 |   5317 |                5
     |                                    |             |          |        | 
 224 | Рошета Анастасия Трофимовна       +| 79662149034 |     0.13 |   8836 |                6
     |                                    |             |          |        | 
 440 | Гончарова Александра Казимировна  +| 79584127404 |     0.13 |   4617 |                6
     |                                    |             |          |        | 
 130 | Циммермана Каролина Андрияновна   +| 79975354312 |     0.13 |   1852 |                6
     |                                    |             |          |        | 
 468 | Яркина Эвелина Данииловна         +| 79234343325 |     0.13 |   4112 |                9
     |                                    |             |          |        | 
 278 | Воликова Анастасия Ираклиевна     +| 79007278126 |     0.13 |   2587 |                9
     |                                    |             |          |        | 
 272 | Шульга Фадей Владиславович        +| 79188429525 |     0.13 |   1803 |               10
     |                                    |             |          |        | 
 114 | Свалов Афанасий Ипатович          +| 79134682472 |     0.13 |   3187 |               11
     |                                    |             |          |        | 
 203 | Цаплина Диана Ираклиевна          +| 79004477637 |     0.13 |   8262 |               12
     |                                    |             |          |        | 
 416 | Кочкорбаев Тимофей Ермолаевич     +| 79520943048 |     0.13 |   3161 |               13
     |                                    |             |          |        | 
 217 | Сильвестров Глеб Гордеевич        +| 79336553031 |     0.13 |   6773 |               13
     |                                    |             |          |        | 
 366 | Яньков Глеб Андронович            +| 79052077124 |     0.13 |   1767 |               13
     |                                    |             |          |        | 
  94 | Яцкова Ольга Ростиславовна        +| 79692766835 |     0.13 |   9894 |               16
     |                                    |             |          |        | 
 161 | Комягин Филимон Юриевич           +| 79730947825 |     0.13 |   7663 |               17
     |                                    |             |          |        | 
 483 | Нустрова Лада Данииловна          +| 79107194615 |     0.13 |   1545 |               17
     |                                    |             |          |        | 
 336 | Юнкин Мирослав Титович            +| 79646969708 |     0.13 |   7542 |               17
     |                                    |             |          |        | 
 358 | Артамонов Порфирий Геннадиевич    +| 79592130820 |     0.13 |   9164 |               18
     |                                    |             |          |        | 
  75 | Абушаев Емельян Ростиславович     +| 79094117301 |     0.13 |   1312 |               18
     |                                    |             |          |        | 
 285 | Фернандес Венедикт Панкратиевич   +| 79614454258 |     0.13 |   7531 |               20
     |                                    |             |          |        | 
 384 | Махнера Рената Ильевна            +| 79533513979 |     0.12 |   3723 |                1
     |                                    |             |          |        | 
  26 | Дагирова Елизавета Давидовна      +| 79592967590 |     0.12 |    899 |                1
     |                                    |             |          |        | 
  22 | Манин Сократ Натанович            +| 79727078520 |     0.12 |    616 |                2
     |                                    |             |          |        | 
 240 | Кемоклидзе Ефросинья Ильевна      +| 79464072771 |     0.12 |   1650 |                2
     |                                    |             |          |        | 
 263 | Семерикова Оксана Николаевна      +| 79318019069 |     0.12 |   9511 |                7
     |                                    |             |          |        | 
  71 | Абрашина Лада Юлиевна             +| 79741772294 |     0.12 |   2978 |                8
     |                                    |             |          |        | 
 370 | Марков Павел Ипатиевич            +| 79034860732 |     0.12 |   6689 |               11
     |                                    |             |          |        | 
  68 | Кандакова Антонина Данилевна      +| 79530139219 |     0.12 |   4868 |               11
     |                                    |             |          |        | 
 163 | Шипеева Любава Ипполитовна        +| 79440181042 |     0.12 |   6024 |               12
     |                                    |             |          |        | 
  24 | Садыкова Ульяна Евгениевна        +| 79286652287 |     0.12 |   6428 |               13
     |                                    |             |          |        | 
 499 | Фомичева Майя Владиленовна        +| 79480549145 |     0.12 |   2341 |               14
     |                                    |             |          |        | 
 361 | Рудникова Валерия Павеловна       +| 79983853531 |     0.12 |   6294 |               15
     |                                    |             |          |        | 
 170 | Эвентов Всеволод Эрнстович        +| 79954398778 |     0.12 |   5018 |               17
     |                                    |             |          |        | 
 388 | Остапчук Мефодий Никонович        +| 79174133439 |     0.12 |   7881 |               17
     |                                    |             |          |        | 
 128 | Угольников Станислав Куприянович  +| 79616223409 |     0.12 |    179 |               17
     |                                    |             |          |        | 
 200 | Демидов Илья Ерофеевич            +| 79714315246 |     0.12 |   2595 |               17
     |                                    |             |          |        | 
 307 | Харькова Нина Алексеевна          +| 79397755700 |     0.11 |   6910 |                2
     |                                    |             |          |        | 
 171 | Сунгатулина Нина Станиславовна    +| 79338198172 |     0.11 |   6791 |                2
     |                                    |             |          |        | 
 364 | Цейдлица Эмилия Несторовна        +| 79231178005 |     0.11 |   1932 |                2
     |                                    |             |          |        | 
 349 | Дмитриева Елизавета Михеевна      +| 79960233802 |     0.11 |   2714 |                3
     |                                    |             |          |        | 
 418 | Ивашев Бронислав Семенович        +| 79646559504 |     0.11 |   2692 |                3
     |                                    |             |          |        | 
 300 | Казьмина Вероника Анатолиевна     +| 79491334417 |     0.11 |   8626 |                3
     |                                    |             |          |        | 
 145 | Белочкина Софья Родионовна        +| 79734598890 |     0.11 |   8618 |                4
     |                                    |             |          |        | 
 469 | Уголев Евдоким Адамович           +| 79402170993 |     0.11 |    525 |                4
     |                                    |             |          |        | 
 292 | Шалаганова Александра Степановна  +| 79112535368 |     0.11 |    836 |                7
     |                                    |             |          |        | 
 385 | Актжанова Галина Вячеславовна     +| 79215286279 |     0.11 |   4379 |                7
     |                                    |             |          |        | 
 470 | Андрюшина Злата Игоревна          +| 79524457331 |     0.11 |   3735 |                8
     |                                    |             |          |        | 
 290 | Барышев Эрнст Брониславович       +| 79113938041 |     0.11 |   9563 |                9
     |                                    |             |          |        | 
 119 | Евсеева Владислава Борисовна      +| 79145350861 |     0.11 |   4053 |                9
     |                                    |             |          |        | 
 151 | Толбоева Ксения Давидовна         +| 79684998406 |     0.11 |   1849 |               10
     |                                    |             |          |        | 
 451 | Дагиров Викентий Карлович         +| 79956388554 |     0.11 |   5851 |               12
     |                                    |             |          |        | 
 443 | Левченко Вениамин Филиппович      +| 79077043932 |     0.11 |   9801 |               14
     |                                    |             |          |        | 
 108 | Жевлаков Елисей Иннокентиевич     +| 79544730114 |     0.11 |   5158 |               16
     |                                    |             |          |        | 
 229 | Рыжиков Наум Кондратиевич         +| 79547660714 |     0.11 |   2527 |               16
     |                                    |             |          |        | 
 195 | Шатова Ксения Елизаровна          +| 79035119276 |     0.11 |   3313 |               17
     |                                    |             |          |        | 
 202 | Горюнова Вера Карповна            +| 79103882033 |     0.11 |   2628 |               17
     |                                    |             |          |        | 
  51 | Ягофарова Ульяна Иларионовна      +| 79734743685 |     0.11 |   2838 |               18
     |                                    |             |          |        | 
 228 | Рыжова Рада Серафимовна           +| 79124182778 |     0.11 |   6984 |               18
     |                                    |             |          |        | 
 147 | Балабанова Эльвира Афанасиевна    +| 79503910939 |     0.11 |   3113 |               18
     |                                    |             |          |        | 
 354 | Щекочихин Иннокентий Андриянович  +| 79251061607 |     0.11 |   3899 |               20
     |                                    |             |          |        | 
 137 | Толстоброва Эльвира Федотовна     +| 79498821078 |     0.10 |   8435 |                1
     |                                    |             |          |        | 
 476 | Барсова Арина Евгениевна          +| 79291990162 |     0.10 |   1965 |                1
     |                                    |             |          |        | 
  37 | Круминь Марина Несторовна         +| 79058611463 |     0.10 |   8767 |                2
     |                                    |             |          |        | 
  98 | Латушкин Егор Андриянович         +| 79115799044 |     0.10 |   7699 |                4
     |                                    |             |          |        | 
  99 | Гарф Филимон Ипатиевич            +| 79968687494 |     0.10 |   7954 |                4
     |                                    |             |          |        | 
 309 | Бурмакина Ксения Несторовна       +| 79354352376 |     0.10 |   8015 |                5
     |                                    |             |          |        | 
 398 | Захарьина Ева Несторовна          +| 79836600240 |     0.10 |   5653 |                5
     |                                    |             |          |        | 
